id,sigTypeId,dataSource,deviceName,deviceType,waveDuration,waveStartTimestamp,waveEndTimestamp,eventStartTimestamp,samplingRate,faultType,description,dataType,eventTags,eventTagsBi,eventTags_color,latent_x,latent_y,latent_coord,latent_vectors
1,1,Provider 1,Site0014,,0.183,2006-06-09T00:00:00Z,2006-06-09T00:00:00.183203134Z,2006-06-09T00:00:00Z,7692.0,,Recloser tripped on F_0000010 no apparent cause.,PoW,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.940015, 0.975158, 0.131326, 1.0)",-67.704895,-69.00165,"-6.77048921585083,-6.90016508102417","-6.770489,-6.900165,7.244294,7.677699,-7.468981,-7.3872757,-6.181077,6.5569973"
2,1,Provider 1,Site0014,,0.166,2006-08-10T00:00:00Z,2006-08-10T00:00:00.166536467Z,2006-08-10T00:00:00Z,7692.0,,No outage information found for this event. May have been a temporary fault cleared by a successful recloser operation per the sag duration.,PoW,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-67.89192,-69.43657,"-6.789192199707031,-6.943656921386719","-6.789192,-6.943657,7.2937593,7.7006893,-7.5016336,-7.4279895,-6.2031407,6.5884514"
3,1,Provider 1,Site0010,,0.099,2006-08-01T00:00:00.400000005Z,2006-08-01T00:00:00.499869802Z,2006-08-01T00:00:00.400000005Z,7692.0,,A lightning strike caused primary to fall to the ground and trip the circuit breaker of F_0000024.,PoW,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-68.72336,-70.21415,"-6.872335433959961,-7.0214152336120605","-6.8723354,-7.021415,7.3464227,7.7905083,-7.5714817,-7.5291967,-6.2700944,6.6567745"
4,1,Provider 1,Site0010,,0.199,2006-08-01T00:00:00Z,2006-08-01T00:00:00.199869802Z,2006-08-01T00:00:00Z,7692.0,,A lightning strike caused a recloser on F_0000026 to operate twice and caused primary wire to fall to the ground.,PoW,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-67.48738,-68.82163,"-6.7487382888793945,-6.8821635246276855","-6.7487383,-6.8821635,7.212545,7.655081,-7.4351645,-7.349143,-6.145744,6.5400777"
5,1,Provider 1,Site0010,,0.183,2006-08-01T00:00:00Z,2006-08-01T00:00:00.183203134Z,2006-08-01T00:00:00Z,7692.0,,A lightning strike caused a recloser on F_0000026 to operate twice and caused primary wire to fall to the ground.,PoW,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-67.68784,-69.025986,"-6.768784523010254,-6.9025983810424805","-6.7687845,-6.9025984,7.2486377,7.6770387,-7.4704947,-7.386828,-6.180714,6.5577865"
6,1,Provider 1,Site0010,,0.249,2006-08-01T00:00:00Z,2006-08-01T00:00:00.249837271Z,2006-08-01T00:00:00Z,7692.0,,A lightning strike caused a recloser on F_0000026 to operate twice and caused primary wire to fall to the ground.,PoW,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-66.64093,-67.756775,"-6.664093017578125,-6.77567720413208","-6.664093,-6.775677,7.1098533,7.543254,-7.355718,-7.2403603,-6.0838823,6.434593"
7,1,Provider 1,Site0010,,0.233,2006-08-01T00:00:00Z,2006-08-01T00:00:00.233203137Z,2006-08-01T00:00:00Z,7692.0,,A lightning strike caused a recloser on F_0000026 to operate twice and caused primary wire to fall to the ground.,PoW,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-66.86287,-68.08799,"-6.686286926269531,-6.8087992668151855","-6.686287,-6.8087993,7.141966,7.585782,-7.3687706,-7.297139,-6.094408,6.4709797"
8,1,Provider 1,Site0009_F_0000065,,0.098,2004-12-31T23:59:59.983333333Z,2005-01-01T00:00:00.082291666Z,2004-12-31T23:59:59.983333333Z,961.0,,Fault caused line recloser lockout. Tree Outside Right of Way (Fall/Lean On Primary),PoW,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-68.95746,-70.668236,"-6.895746231079102,-7.066823482513428","-6.895746,-7.0668235,7.4235845,7.8300114,-7.638728,-7.561107,-6.3301587,6.7034035"
9,1,Provider 1,Site0014,,0.083,2006-10-31T00:00:00Z,2006-10-31T00:00:00.083203129Z,2006-10-31T00:00:00Z,7692.0,,A conductor off the pin on F_0000012 out of Site0014 Sub. caused a recloser to trip.,PoW,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-68.84305,-70.35654,"-6.884305000305176,-7.035653591156006","-6.884305,-7.0356536,7.3517785,7.792933,-7.5994296,-7.5540895,-6.286795,6.663279"
10,1,Provider 1,Site0014,,0.183,2006-08-10T00:00:00Z,2006-08-10T00:00:00.183226987Z,2006-08-10T00:00:00Z,7692.0,,No outage information found for this event. May have been a temporary fault cleared by a successful recloser operation per the sag duration.,PoW,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-67.66514,-69.00578,"-6.766513824462891,-6.900578022003174","-6.766514,-6.900578,7.251868,7.6729565,-7.4741726,-7.390038,-6.180216,6.555258"
